"id","code","name","definition","level","comments","parent_ids/id","source_id/id","system"
hc_base.subs_code_377002_hc_vs_substance_code,"377002","Sparteine","Sparteine (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_392001_hc_vs_substance_code,"392001","^151^Gadolinium","^151^Gadolinium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_395004_hc_vs_substance_code,"395004","Immunoglobulin pentamer","Immunoglobulin pentamer (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_412004_hc_vs_substance_code,"412004","Ribose-5-phosphate isomerase","Ribose-5-phosphate isomerase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_432003_hc_vs_substance_code,"432003","Carminic acid","Carminic acid (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_472007_hc_vs_substance_code,"472007","Vegetable textile fiber","Vegetable textile fiber (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_476005_hc_vs_substance_code,"476005","Lymphocyte antigen CD1b","Lymphocyte antigen CD1b (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_501001_hc_vs_substance_code,"501001","Blood group antibody Sf^a^","Blood group antibody Sf^a^ (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_505005_hc_vs_substance_code,"505005","Blood group antibody M'","Blood group antibody M' (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_515004_hc_vs_substance_code,"515004","Blood group antigen Giaigue","Blood group antigen Giaigue (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_519005_hc_vs_substance_code,"519005","Free protein S","Free protein S (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_521000_hc_vs_substance_code,"521000","^197^Mercury","^197^Mercury (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_529003_hc_vs_substance_code,"529003","Guanosine","Guanosine (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_566009_hc_vs_substance_code,"566009","Acrosin","Acrosin (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_576007_hc_vs_substance_code,"576007","Blood group antibody Duck","Blood group antibody Duck (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_584006_hc_vs_substance_code,"584006","Blood group antibody Wr^b^","Blood group antibody Wr^b^ (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_585007_hc_vs_substance_code,"585007","Substance P","Substance P (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_593007_hc_vs_substance_code,"593007","Blood group antibody Holmes","Blood group antibody Holmes (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_597008_hc_vs_substance_code,"597008","^247^Californium","^247^Californium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_604000_hc_vs_substance_code,"604000","Plant sapogenin glycoside","Plant sapogenin glycoside (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_620005_hc_vs_substance_code,"620005","Trichlorophenol","Trichlorophenol (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_648005_hc_vs_substance_code,"648005","Oil of calamus","Oil of calamus (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_662003_hc_vs_substance_code,"662003","Aeromonas proteolytica aminopeptidase","Aeromonas proteolytica aminopeptidase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_668004_hc_vs_substance_code,"668004","^185^Osmium","^185^Osmium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_683009_hc_vs_substance_code,"683009","Mercuric acetate","Mercuric acetate (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_693002_hc_vs_substance_code,"693002","Trichothecenes","Trichothecenes (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_698006_hc_vs_substance_code,"698006","Erythromycin lactobionate","Erythromycin lactobionate (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_699003_hc_vs_substance_code,"699003","Coal tar extract","Coal tar extract (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_704006_hc_vs_substance_code,"704006","Blood group antigen Rx","Blood group antigen Rx (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_732002_hc_vs_substance_code,"732002","N-valeraldehyde","N-valeraldehyde (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_735000_hc_vs_substance_code,"735000","Blood group antigen Jobbins","Blood group antigen Jobbins (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_747006_hc_vs_substance_code,"747006","Oxamniquine","Oxamniquine (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_804003_hc_vs_substance_code,"804003","Creosotic acid","Creosotic acid (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_859004_hc_vs_substance_code,"859004","Peptide-N^4^-(N-acetyl-b-glucosaminyl) asparagine amidase","Peptide-N^4^-(N-acetyl-b-glucosaminyl) asparagine amidase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_860009_hc_vs_substance_code,"860009","Immunoglobulin, aggregated","Immunoglobulin, aggregated (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_873008_hc_vs_substance_code,"873008","Urethan","Urethan (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_876000_hc_vs_substance_code,"876000","Blood group antigen D","Blood group antigen D (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_877009_hc_vs_substance_code,"877009","Carboxypeptidase A","Carboxypeptidase A (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_889006_hc_vs_substance_code,"889006","(Acetyl-CoA carboxylase) kinase","(Acetyl-CoA carboxylase) kinase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_896008_hc_vs_substance_code,"896008","Ice","Ice (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_905001_hc_vs_substance_code,"905001","o-Dihydroxycoumarin O^7^-glucosyltransferase","o-Dihydroxycoumarin O^7^-glucosyltransferase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_923009_hc_vs_substance_code,"923009","Complement component C2","Complement component C2 (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_925002_hc_vs_substance_code,"925002","Sodium iodipamide","Sodium iodipamide (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_979006_hc_vs_substance_code,"979006","Carbamate kinase","Carbamate kinase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_993004_hc_vs_substance_code,"993004","Palladium compound","Palladium compound (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1002007_hc_vs_substance_code,"1002007","Mannotetraose 2-alpha-N-acetylglucosaminyltransferase","Mannotetraose 2-alpha-N-acetylglucosaminyltransferase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1018001_hc_vs_substance_code,"1018001","Nornicotine","Nornicotine (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1025008_hc_vs_substance_code,"1025008","^93^Molybdenum","^93^Molybdenum (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1047008_hc_vs_substance_code,"1047008","Guanine deaminase","Guanine deaminase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1057009_hc_vs_substance_code,"1057009","Phosphate salt","Phosphate salt (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1065007_hc_vs_substance_code,"1065007","E. coli periplasmic proteinase","E. coli periplasmic proteinase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1080001_hc_vs_substance_code,"1080001","^202^Thallium","^202^Thallium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1091008_hc_vs_substance_code,"1091008","Coagulation factor inhibitor","Coagulation factor inhibitor (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1097007_hc_vs_substance_code,"1097007","Blood group antigen M^A^","Blood group antigen M^A^ (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1137008_hc_vs_substance_code,"1137008","^240^Uranium","^240^Uranium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1160000_hc_vs_substance_code,"1160000","Blood group antibody Lutheran","Blood group antibody Lutheran (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1166006_hc_vs_substance_code,"1166006","Titanium","Titanium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1190007_hc_vs_substance_code,"1190007","Mephenoxalone","Mephenoxalone (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1219001_hc_vs_substance_code,"1219001","Diethyl xanthogen disulfide","Diethyl xanthogen disulfide (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1223009_hc_vs_substance_code,"1223009","Blood group antigen Marks","Blood group antigen Marks (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1248007_hc_vs_substance_code,"1248007","Leucostoma neutral proteinase","Leucostoma neutral proteinase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1269009_hc_vs_substance_code,"1269009","Amikacin sulfate","Amikacin sulfate (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1273007_hc_vs_substance_code,"1273007","Blood group antibody Evelyn","Blood group antibody Evelyn (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1319003_hc_vs_substance_code,"1319003","Blood group antibody K18","Blood group antibody K18 (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1325004_hc_vs_substance_code,"1325004","Metocurine iodide","Metocurine iodide (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1331001_hc_vs_substance_code,"1331001","Methamidophos","Methamidophos (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1334009_hc_vs_substance_code,"1334009","Estradiol receptor","Estradiol receptor (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1336006_hc_vs_substance_code,"1336006","21-Hydroxyprogesterone","21-Hydroxyprogesterone (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1346008_hc_vs_substance_code,"1346008","Blue shade eosin","Blue shade eosin (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1355006_hc_vs_substance_code,"1355006","Antihemophilic factor B Oxford 3 variant","Antihemophilic factor B Oxford 3 variant (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1368003_hc_vs_substance_code,"1368003","^131^Iodine","^131^Iodine (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1371006_hc_vs_substance_code,"1371006","Blood group antigen Big","Blood group antigen Big (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1373009_hc_vs_substance_code,"1373009","^93^Zirconium","^93^Zirconium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1381005_hc_vs_substance_code,"1381005","^126^Iodine","^126^Iodine (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1394007_hc_vs_substance_code,"1394007","Iron pentacarbonyl","Iron pentacarbonyl (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1396009_hc_vs_substance_code,"1396009","Actinium","Actinium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1405004_hc_vs_substance_code,"1405004","Blood group antibody M^e^","Blood group antibody M^e^ (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1408002_hc_vs_substance_code,"1408002","Blood group antibody 1123K","Blood group antibody 1123K (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1416006_hc_vs_substance_code,"1416006","Radium compound","Radium compound (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1450002_hc_vs_substance_code,"1450002","Methylparafynol","Methylparafynol (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1472000_hc_vs_substance_code,"1472000","Adenosine-phosphate deaminase","Adenosine-phosphate deaminase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1476002_hc_vs_substance_code,"1476002","Codeine sulfate","Codeine sulfate (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1496005_hc_vs_substance_code,"1496005","Proto-oncogene","Proto-oncogene (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1506001_hc_vs_substance_code,"1506001","Blood group antigen Ch^a^","Blood group antigen Ch^a^ (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1517000_hc_vs_substance_code,"1517000","HLA-B21 antigen","HLA-B21 antigen (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1535009_hc_vs_substance_code,"1535009","Nitrogen fluoride","Nitrogen fluoride (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1536005_hc_vs_substance_code,"1536005","Pargyline hydrochloride","Pargyline hydrochloride (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1540001_hc_vs_substance_code,"1540001","Tellurium radioisotope","Tellurium radioisotope (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1545006_hc_vs_substance_code,"1545006","Uridine phosphorylase","Uridine phosphorylase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1557002_hc_vs_substance_code,"1557002","Talc","Talc (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1565004_hc_vs_substance_code,"1565004","Blood group antibody Buckalew","Blood group antibody Buckalew (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1575001_hc_vs_substance_code,"1575001","Maltose tetrapalmitate","Maltose tetrapalmitate (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1603001_hc_vs_substance_code,"1603001","Cobalt isotope","Cobalt isotope (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1607000_hc_vs_substance_code,"1607000","Homoserine kinase","Homoserine kinase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1609002_hc_vs_substance_code,"1609002","N-octyl isosafrole sulfoxide","N-octyl isosafrole sulfoxide (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1634002_hc_vs_substance_code,"1634002","Blood group antigen Ven","Blood group antigen Ven (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1649005_hc_vs_substance_code,"1649005","Blood group antigen Sul","Blood group antigen Sul (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1660001_hc_vs_substance_code,"1660001","Plant seeds","Plant seeds (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1668008_hc_vs_substance_code,"1668008","Ceforanide","Ceforanide (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1673002_hc_vs_substance_code,"1673002","Xylenol","Xylenol (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1675009_hc_vs_substance_code,"1675009","^86^Rubidium","^86^Rubidium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1676005_hc_vs_substance_code,"1676005","Blood group antibody LW^ab^","Blood group antibody LW^ab^ (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1696002_hc_vs_substance_code,"1696002","12-Hydroperoxy eicosatetraenoic acid","12-Hydroperoxy eicosatetraenoic acid (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1701009_hc_vs_substance_code,"1701009","^191^Gold","^191^Gold (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1710001_hc_vs_substance_code,"1710001","Uric acid","Uric acid (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1726000_hc_vs_substance_code,"1726000","Diamond","Diamond (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1740004_hc_vs_substance_code,"1740004","Deoxy cytidine triphosphate","Deoxy cytidine triphosphate (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1768000_hc_vs_substance_code,"1768000","Sucrose phosphorylase","Sucrose phosphorylase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1793003_hc_vs_substance_code,"1793003","Sodium trichloroacetate","Sodium trichloroacetate (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1795005_hc_vs_substance_code,"1795005","Glyodin","Glyodin (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1904005_hc_vs_substance_code,"1904005","Galactoside 3-fucosyltransferase","Galactoside 3-fucosyltransferase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1914001_hc_vs_substance_code,"1914001","von Willebrand factor inhibitor","von Willebrand factor inhibitor (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1916004_hc_vs_substance_code,"1916004","Boroglycerin","Boroglycerin (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1940007_hc_vs_substance_code,"1940007","Immunoglobulin, GM>21< allotype","Immunoglobulin, GM>21< allotype (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1944003_hc_vs_substance_code,"1944003","Coagulation factor X Patient variant","Coagulation factor X Patient variant (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1956002_hc_vs_substance_code,"1956002","Buclizine hydrochloride","Buclizine hydrochloride (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1971003_hc_vs_substance_code,"1971003","Loxapine hydrochloride","Loxapine hydrochloride (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1975007_hc_vs_substance_code,"1975007","Blood group antibody Niemetz","Blood group antibody Niemetz (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1978009_hc_vs_substance_code,"1978009","Site-specific methyltransferase (cytosine-specific)","Site-specific methyltransferase (cytosine-specific) (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1985008_hc_vs_substance_code,"1985008","Vomitus","Vomitus (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_1991005_hc_vs_substance_code,"1991005","Lignins","Lignins (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2000001_hc_vs_substance_code,"2000001","Heavy nitrogen","Heavy nitrogen (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2006007_hc_vs_substance_code,"2006007","Inosine diphosphate","Inosine diphosphate (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2008008_hc_vs_substance_code,"2008008","^67^Gallium","^67^Gallium (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2009000_hc_vs_substance_code,"2009000","Cobalt carbonyl","Cobalt carbonyl (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2027002_hc_vs_substance_code,"2027002","Alternaria serine proteinase","Alternaria serine proteinase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2038002_hc_vs_substance_code,"2038002","Blood group antibody Bg^b^","Blood group antibody Bg^b^ (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2039005_hc_vs_substance_code,"2039005","sym-Norspermidine synthase","sym-Norspermidine synthase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2064008_hc_vs_substance_code,"2064008","L-Xylulokinase","L-Xylulokinase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2082006_hc_vs_substance_code,"2082006","Lymphocyte antigen CD51","Lymphocyte antigen CD51 (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2088005_hc_vs_substance_code,"2088005","Page blue G-90","Page blue G-90 (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2096000_hc_vs_substance_code,"2096000","NAD^+^ ADP-ribosyltransferase","NAD^+^ ADP-ribosyltransferase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2100004_hc_vs_substance_code,"2100004","Sulfonethylmethane","Sulfonethylmethane (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2101000_hc_vs_substance_code,"2101000","Yeast proteinase B","Yeast proteinase B (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2125008_hc_vs_substance_code,"2125008","Betazole","Betazole (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2141009_hc_vs_substance_code,"2141009","Hydrogen","Hydrogen (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2147008_hc_vs_substance_code,"2147008","Blood group antigen Paular","Blood group antigen Paular (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2151005_hc_vs_substance_code,"2151005","Pyridoxamine-pyruvate aminotransferase","Pyridoxamine-pyruvate aminotransferase (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2159007_hc_vs_substance_code,"2159007","Azorubin S","Azorubin S (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
hc_base.subs_code_2163000_hc_vs_substance_code,"2163000","Dicofol","Dicofol (substance)",,,"base.snomed","http://hl7.org/fhir/ValueSet/substance-code"
